datetime,date,time,temp,weather,wind,wind_direction,humidity,pressure,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2021-05-21 21:00:00,2021-05-21,21:00,27.0,Passing clouds.,6,0.0,94.0,1009.0,4,1228.33,29.5,16.11,0.0,20.74,45.53,51.61,5.76
2021-05-21 22:00:00,2021-05-21,22:00,26.0,Passing clouds.,9,0.0,100.0,1009.0,3,801.09,13.41,16.11,0.01,18.12,23.23,26.77,4.81
2021-05-21 23:00:00,2021-05-21,23:00,25.0,Passing clouds.,0,0.0,89.0,1009.0,2,727.65,11.62,15.77,0.04,18.84,19.53,22.91,5.07
2021-05-22 00:00:00,2021-05-22,00:00,25.0,Partly cloudy.,4,320.0,94.0,1009.0,2,754.36,12.52,14.91,0.5,20.27,19.25,23.17,5.76
2021-05-22 01:00:00,2021-05-22,01:00,26.0,Passing clouds.,4,20.0,94.0,1007.0,2,807.76,15.42,14.74,1.31,24.32,18.91,23.47,6.21
2021-05-22 02:00:00,2021-05-22,02:00,26.0,Passing clouds.,6,70.0,94.0,1007.0,2,787.74,14.75,15.25,1.79,25.03,17.34,22.13,6.52
2021-05-22 03:00:00,2021-05-22,03:00,26.0,Passing clouds.,4,90.0,94.0,1006.0,2,687.6,10.73,16.28,2.39,22.65,14.95,19.38,6.71
2021-05-22 04:00:00,2021-05-22,04:00,26.0,Passing clouds.,2,0.0,100.0,1006.0,2,587.46,6.48,16.28,6.8,18.36,12.24,15.58,5.45
2021-05-22 05:00:00,2021-05-22,05:00,27.0,Passing clouds.,6,220.0,94.0,1007.0,2,567.44,3.8,17.99,13.95,16.93,11.89,14.4,4.24
2021-05-22 06:00:00,2021-05-22,06:00,,,,,,,2,574.11,2.24,18.85,23.25,15.74,12.29,14.35,3.48
2021-05-22 07:00:00,2021-05-22,07:00,27.0,Partly sunny.,15,250.0,94.0,1008.0,2,554.09,0.94,18.17,28.61,13.71,11.68,13.48,2.98
2021-05-22 08:00:00,2021-05-22,08:00,27.0,Scattered clouds.,9,250.0,94.0,1009.0,2,554.09,0.56,18.68,29.68,13.95,11.59,13.39,3.01
2021-05-22 09:00:00,2021-05-22,09:00,29.0,Scattered clouds.,9,260.0,84.0,1009.0,2,567.44,0.24,18.85,29.33,13.95,11.88,13.7,3.07
2021-05-22 10:00:00,2021-05-22,10:00,30.0,Broken clouds.,7,260.0,79.0,1009.0,2,627.52,0.17,22.28,23.96,15.5,13.16,15.36,3.58
2021-05-22 11:00:00,2021-05-22,11:00,31.0,Partly sunny.,15,260.0,75.0,1008.0,2,727.65,0.31,27.08,14.84,18.12,15.75,18.7,4.37
2021-05-22 12:00:00,2021-05-22,12:00,32.0,Partly sunny.,15,250.0,71.0,1007.0,2,807.76,1.05,30.5,7.42,21.22,19.42,23.51,5.51
2021-05-22 13:00:00,2021-05-22,13:00,33.0,Partly sunny.,17,260.0,63.0,1006.0,4,907.9,3.74,33.59,1.81,26.94,25.24,30.91,6.9
2021-05-22 14:00:00,2021-05-22,14:00,32.0,Partly sunny.,17,250.0,67.0,1005.0,4,907.9,5.2,29.47,0.7,25.27,26.96,33.46,6.97
2021-05-22 15:00:00,2021-05-22,15:00,33.0,Partly sunny.,17,260.0,67.0,1004.0,4,867.84,5.48,24.33,0.51,20.5,25.73,32.18,6.71
2021-05-22 16:00:00,2021-05-22,16:00,27.0,Rain showers. Scattered clouds.,30,260.0,89.0,1005.0,3,781.06,5.7,20.22,0.38,16.21,21.82,28.39,6.21
2021-05-22 17:00:00,2021-05-22,17:00,27.0,Sprinkles. Scattered clouds.,20,280.0,94.0,1005.0,2,667.57,4.69,17.99,0.56,13.11,16.86,22.92,5.26
2021-05-22 18:00:00,2021-05-22,18:00,26.0,Light rain. Broken clouds.,15,270.0,94.0,1006.0,2,560.76,2.77,16.45,1.77,10.97,13.15,18.3,4.62
2021-05-22 19:00:00,2021-05-22,19:00,26.0,Partly cloudy.,2,0.0,100.0,1007.0,1,473.98,1.16,14.4,4.87,8.82,9.71,13.29,4.05
2021-05-22 20:00:00,2021-05-22,20:00,26.0,Partly cloudy.,6,0.0,100.0,1007.0,1,447.27,1.06,14.22,5.59,9.3,8.65,11.59,4.12
2021-05-22 21:00:00,2021-05-22,21:00,27.0,Partly cloudy.,2,0.0,94.0,1007.0,1,440.6,1.36,14.91,4.74,10.49,8.68,11.5,4.37
2021-05-22 22:00:00,2021-05-22,22:00,27.0,Passing clouds.,2,260.0,94.0,1008.0,1,453.95,2.38,15.94,2.73,12.88,9.34,12.34,4.69
2021-05-22 23:00:00,2021-05-22,23:00,27.0,Passing clouds.,7,220.0,94.0,1008.0,1,473.98,3.69,15.59,1.54,14.31,9.9,13.1,5.07
2021-05-23 00:00:00,2021-05-23,00:00,26.0,Passing clouds.,6,260.0,100.0,1008.0,2,534.06,5.87,14.57,1.95,15.97,11.42,15.3,5.83
2021-05-23 01:00:00,2021-05-23,01:00,26.0,Passing clouds.,6,240.0,94.0,1006.0,2,600.82,8.27,15.08,3.35,18.84,12.56,16.48,5.95
2021-05-23 02:00:00,2021-05-23,02:00,26.0,Passing clouds.,6,260.0,94.0,1006.0,2,600.82,8.05,15.77,5.81,19.79,12.31,15.81,5.76
2021-05-23 03:00:00,2021-05-23,03:00,27.0,Partly cloudy.,7,220.0,89.0,1006.0,2,540.73,5.25,16.11,12.52,18.12,11.38,14.36,5.64
2021-05-23 04:00:00,2021-05-23,04:00,27.0,Partly cloudy.,6,220.0,89.0,1006.0,1,460.63,2.49,13.71,25.39,13.95,9.06,11.22,4.37
2021-05-23 05:00:00,2021-05-23,05:00,27.0,Partly cloudy.,4,0.0,94.0,1006.0,1,460.63,1.96,14.91,31.11,14.78,8.86,10.83,3.96
2021-05-23 06:00:00,2021-05-23,06:00,27.0,Scattered clouds.,11,250.0,94.0,1007.0,1,467.3,1.69,16.62,30.04,15.74,8.7,10.68,3.77
2021-05-23 07:00:00,2021-05-23,07:00,28.0,Partly sunny.,17,250.0,89.0,1007.0,1,467.3,1.3,16.28,27.18,14.54,7.94,9.85,3.71
2021-05-23 08:00:00,2021-05-23,08:00,29.0,Partly sunny.,15,250.0,84.0,1008.0,1,487.33,1.26,17.82,23.96,15.74,8.19,10.21,3.86
2021-05-23 09:00:00,2021-05-23,09:00,29.0,Partly sunny.,15,260.0,84.0,1008.0,1,520.71,1.1,20.22,19.31,16.93,9.02,11.19,4.05
2021-05-23 10:00:00,2021-05-23,10:00,31.0,Partly sunny.,19,270.0,75.0,1008.0,2,687.6,3.07,28.79,7.69,23.84,13.28,16.49,5.32
2021-05-23 11:00:00,2021-05-23,11:00,32.0,Partly sunny.,15,290.0,71.0,1007.0,3,961.3,11.51,32.56,0.45,32.42,21.29,26.26,7.03
2021-05-23 12:00:00,2021-05-23,12:00,32.0,Scattered clouds.,13,290.0,71.0,1007.0,4,1188.28,18.33,33.24,0.02,37.67,31.06,38.19,8.74
2021-05-23 13:00:00,2021-05-23,13:00,28.0,Sprinkles. Scattered clouds.,13,270.0,94.0,1006.0,5,1762.39,30.4,37.36,0.0,45.78,54.61,66.87,12.29
2021-05-23 14:00:00,2021-05-23,14:00,27.0,Thunderstorms. Scattered clouds.,19,270.0,100.0,1005.0,5,2243.04,39.79,36.67,0.0,45.78,79.57,97.31,14.06
2021-05-23 15:00:00,2021-05-23,15:00,26.0,Thunderstorms. Scattered clouds.,4,0.0,94.0,1005.0,5,2376.56,40.23,33.24,0.0,40.53,92.04,111.88,14.44
2021-05-23 16:00:00,2021-05-23,16:00,27.0,Broken clouds.,6,230.0,94.0,1005.0,5,2216.34,35.76,29.47,0.0,32.9,86.66,103.72,12.41
2021-05-23 17:00:00,2021-05-23,17:00,25.0,Light rain. Broken clouds.,19,280.0,100.0,1006.0,5,1708.98,26.15,25.36,0.0,23.37,63.22,75.62,8.11
2021-05-23 18:00:00,2021-05-23,18:00,25.0,Light rain. Broken clouds.,4,230.0,100.0,1005.0,4,1201.63,18.33,20.91,0.0,20.5,42.44,51.02,6.33
2021-05-23 19:00:00,2021-05-23,19:00,26.0,Light rain. Partly cloudy.,0,0.0,94.0,1007.0,4,794.41,11.18,16.97,0.03,17.88,25.45,32.54,5.57
2021-05-23 20:00:00,2021-05-23,20:00,26.0,Light rain. Partly cloudy.,2,0.0,100.0,1007.0,3,741.01,11.18,15.42,0.03,17.88,22.81,30.72,6.02
2021-05-23 21:00:00,2021-05-23,21:00,27.0,Partly cloudy.,2,0.0,94.0,1007.0,3,741.01,12.96,15.08,0.02,19.55,23.02,31.44,6.52
2021-05-23 22:00:00,2021-05-23,22:00,26.0,Partly cloudy.,4,0.0,100.0,1008.0,3,754.36,16.32,15.08,0.01,23.37,23.18,30.65,6.27
2021-05-23 23:00:00,2021-05-23,23:00,26.0,Passing clouds.,4,350.0,100.0,1008.0,3,754.36,17.43,14.22,0.01,24.32,21.91,28.0,5.7
2021-05-24 00:00:00,2021-05-24,00:00,26.0,Passing clouds.,0,0.0,100.0,1009.0,3,814.44,16.76,13.37,0.18,22.65,21.89,27.93,5.89
2021-05-24 01:00:00,2021-05-24,01:00,26.0,Passing clouds.,0,0.0,100.0,1008.0,3,894.55,18.33,13.88,0.89,24.56,21.91,27.89,5.76
2021-05-24 02:00:00,2021-05-24,02:00,26.0,Sprinkles. Partly cloudy.,15,220.0,100.0,1007.0,3,921.25,19.89,15.08,2.17,27.9,22.29,28.35,5.76
2021-05-24 03:00:00,2021-05-24,03:00,26.0,Light rain. Partly cloudy.,13,220.0,100.0,1006.0,3,881.2,18.33,17.65,3.89,29.56,21.88,27.64,5.7
2021-05-24 04:00:00,2021-05-24,04:00,25.0,Light rain. Partly cloudy.,4,250.0,100.0,1006.0,2,727.65,8.38,21.08,6.97,22.65,17.31,21.62,4.69
2021-05-24 05:00:00,2021-05-24,05:00,26.0,Light rain. Partly cloudy.,2,0.0,100.0,1006.0,2,667.57,4.19,21.59,12.52,20.03,16.16,19.73,4.37
2021-05-24 06:00:00,2021-05-24,06:00,25.0,Scattered clouds.,11,300.0,100.0,1007.0,2,627.52,2.26,19.88,19.31,17.88,14.84,17.76,4.05
2021-05-24 07:00:00,2021-05-24,07:00,25.0,Partly sunny.,7,300.0,94.0,1008.0,2,540.73,1.16,16.97,23.96,14.66,11.6,13.79,3.52
2021-05-24 08:00:00,2021-05-24,08:00,26.0,Partly sunny.,15,310.0,94.0,1008.0,2,547.41,1.33,21.25,19.13,18.6,11.79,14.19,4.02
2021-05-24 09:00:00,2021-05-24,09:00,26.0,Partly sunny.,13,320.0,94.0,1009.0,2,607.49,1.82,27.42,11.98,24.32,13.97,16.92,4.94
2021-05-24 10:00:00,2021-05-24,10:00,,,,,,,2,761.03,5.36,35.64,3.84,33.85,18.9,22.81,6.52
2021-05-24 11:00:00,2021-05-24,11:00,28.0,Partly sunny.,17,330.0,84.0,1008.0,4,947.95,11.4,39.41,0.43,41.01,25.52,30.77,8.23
2021-05-24 12:00:00,2021-05-24,12:00,27.0,Partly sunny.,15,300.0,84.0,1008.0,4,1054.76,12.85,40.78,0.13,43.39,31.68,38.33,9.25
2021-05-24 13:00:00,2021-05-24,13:00,27.0,Partly sunny.,15,300.0,84.0,1007.0,5,1949.31,29.95,44.55,0.01,53.41,68.35,83.19,14.57
2021-05-24 14:00:00,2021-05-24,14:00,28.0,Broken clouds.,11,310.0,84.0,1006.0,5,3070.83,51.41,43.53,0.0,58.17,121.96,147.39,19.0
2021-05-24 15:00:00,2021-05-24,15:00,29.0,Scattered clouds.,9,320.0,74.0,1005.0,5,3578.19,60.8,38.39,0.0,55.31,154.46,185.71,21.53
2021-05-24 16:00:00,2021-05-24,16:00,30.0,Scattered clouds.,13,320.0,75.0,1005.0,5,3471.37,59.9,33.24,0.0,47.21,151.47,183.19,20.77
2021-05-24 17:00:00,2021-05-24,17:00,29.0,Scattered clouds.,6,310.0,79.0,1006.0,5,2857.21,50.96,29.82,0.0,36.24,119.52,144.95,14.06
2021-05-24 18:00:00,2021-05-24,18:00,29.0,Scattered clouds.,4,310.0,84.0,1006.0,5,2136.23,39.79,27.42,0.0,31.95,87.72,104.55,10.26
2021-05-24 19:00:00,2021-05-24,19:00,28.0,Light rain. Passing clouds.,11,270.0,89.0,1007.0,5,1335.14,24.36,23.99,0.0,28.61,52.95,62.45,7.98
2021-05-24 20:00:00,2021-05-24,20:00,27.0,Light rain. Passing clouds.,2,0.0,100.0,1008.0,4,1121.52,19.89,20.91,0.0,25.51,44.09,51.83,7.54
2021-05-24 21:00:00,2021-05-24,21:00,27.0,Light rain. Passing clouds.,4,270.0,100.0,1008.0,4,1094.82,20.56,18.85,0.0,25.51,43.01,50.64,7.41
2021-05-24 22:00:00,2021-05-24,22:00,27.0,Light rain. Passing clouds.,7,250.0,94.0,1009.0,4,1108.17,23.92,17.48,0.0,28.61,44.1,51.74,7.09
2021-05-24 23:00:00,2021-05-24,23:00,26.0,Light rain. Passing clouds.,6,260.0,100.0,1009.0,4,1148.22,26.82,16.28,0.0,31.47,44.73,52.1,7.09
2021-05-25 00:00:00,2021-05-25,00:00,26.0,Passing clouds.,2,300.0,100.0,1008.0,4,1255.04,29.5,15.77,0.05,34.81,46.67,54.73,8.36
2021-05-25 01:00:00,2021-05-25,01:00,26.0,Passing clouds.,4,0.0,94.0,1008.0,4,1308.44,32.63,16.97,0.17,42.92,43.19,51.41,8.36
2021-05-25 02:00:00,2021-05-25,02:00,26.0,Passing clouds.,4,250.0,94.0,1007.0,4,1508.71,44.7,18.68,0.2,60.08,48.07,57.56,9.5
2021-05-25 03:00:00,2021-05-25,03:00,26.0,Passing clouds.,4,240.0,94.0,1007.0,5,1668.93,58.12,20.74,0.18,75.34,54.72,65.47,10.13
2021-05-25 04:00:00,2021-05-25,04:00,27.0,Passing clouds.,4,0.0,84.0,1007.0,5,1562.12,54.99,21.94,0.17,70.57,51.53,61.6,8.74
2021-05-25 05:00:00,2021-05-25,05:00,26.0,Passing clouds.,0,0.0,94.0,1007.0,5,1535.42,56.77,23.99,0.11,76.29,51.19,60.68,8.99
2021-05-25 06:00:00,2021-05-25,06:00,26.0,Scattered clouds.,4,220.0,94.0,1007.0,4,1482.01,57.22,26.39,0.05,82.97,49.61,57.79,8.87
2021-05-25 07:00:00,2021-05-25,07:00,28.0,Broken clouds.,2,0.0,89.0,1008.0,4,1134.87,36.66,27.42,0.05,61.99,34.74,40.18,7.03
2021-05-25 08:00:00,2021-05-25,08:00,24.0,Strong thunderstorms. Broken clouds.,19,300.0,100.0,1009.0,3,854.49,19.0,27.08,0.13,42.92,22.94,26.89,5.76
2021-05-25 09:00:00,2021-05-25,09:00,24.0,Thunderstorms. Broken clouds.,6,230.0,100.0,1010.0,2,767.71,10.73,27.42,0.45,32.9,18.33,21.68,5.07
2021-05-25 10:00:00,2021-05-25,10:00,25.0,Rain showers. More clouds than sun.,11,260.0,100.0,1010.0,3,894.55,12.63,27.42,0.3,31.95,20.11,23.98,5.38
2021-05-25 11:00:00,2021-05-25,11:00,23.0,Rain. Fog.,4,220.0,100.0,1009.0,3,1014.71,15.87,24.33,0.07,29.09,22.62,27.06,5.51
2021-05-25 12:00:00,2021-05-25,12:00,25.0,Light rain. Broken clouds.,4,0.0,100.0,1009.0,3,988.01,13.08,21.42,0.09,22.89,23.56,28.46,5.38
2021-05-25 13:00:00,2021-05-25,13:00,24.0,Light rain. Cloudy.,13,340.0,100.0,1009.0,4,1014.71,13.3,20.91,0.06,24.08,27.43,33.2,5.95
2021-05-25 14:00:00,2021-05-25,14:00,24.0,Light rain. Cloudy.,7,330.0,100.0,1008.0,4,1054.76,16.09,21.76,0.02,29.09,31.4,37.99,6.71
2021-05-25 15:00:00,2021-05-25,15:00,25.0,Light rain. More clouds than sun.,6,0.0,100.0,1007.0,4,1121.52,20.79,22.62,0.0,35.76,36.1,43.56,7.92
2021-05-25 16:00:00,2021-05-25,16:00,25.0,More clouds than sun.,6,0.0,94.0,1007.0,4,1375.2,29.95,22.62,0.0,41.01,47.43,57.22,10.13
2021-05-25 17:00:00,2021-05-25,17:00,,,,,,,5,1615.52,38.89,21.76,0.0,40.53,56.93,67.88,10.39
2021-05-25 18:00:00,2021-05-25,18:00,25.0,More clouds than sun.,7,250.0,100.0,1008.0,5,1708.98,44.7,20.91,0.0,39.58,62.8,73.87,10.77
2021-05-25 19:00:00,2021-05-25,19:00,25.0,Light rain. Mostly cloudy.,11,240.0,100.0,1008.0,5,1615.52,41.13,19.54,0.0,34.33,61.29,70.73,10.77
2021-05-25 20:00:00,2021-05-25,20:00,24.0,Partly cloudy.,6,260.0,100.0,1009.0,5,1415.25,34.42,18.51,0.0,30.04,54.17,61.87,9.37
2021-05-25 21:00:00,2021-05-25,21:00,24.0,Partly cloudy.,4,290.0,100.0,1009.0,4,1241.68,29.95,18.68,0.0,30.52,47.42,53.9,8.04
2021-05-25 22:00:00,2021-05-25,22:00,24.0,Partly cloudy.,6,250.0,100.0,1009.0,4,1108.17,30.4,19.19,0.0,35.29,42.74,48.42,7.22
2021-05-25 23:00:00,2021-05-25,23:00,24.0,Partly cloudy.,7,260.0,100.0,1009.0,4,1081.47,30.85,18.51,0.0,37.19,41.7,47.63,7.6
2021-05-26 00:00:00,2021-05-26,00:00,24.0,Partly cloudy.,4,270.0,100.0,1009.0,4,1148.22,30.4,17.65,0.08,37.67,42.0,49.18,8.87
2021-05-26 01:00:00,2021-05-26,01:00,24.0,Partly cloudy.,0,0.0,100.0,1008.0,4,1161.58,30.4,17.99,0.37,40.53,38.4,45.9,8.61
2021-05-26 02:00:00,2021-05-26,02:00,25.0,Passing clouds.,0,0.0,94.0,1008.0,4,1134.87,29.95,18.51,0.66,40.53,35.39,43.06,8.04
2021-05-26 03:00:00,2021-05-26,03:00,25.0,Passing clouds.,2,0.0,94.0,1008.0,4,974.66,24.14,18.85,1.1,36.24,29.53,36.14,6.78
2021-05-26 04:00:00,2021-05-26,04:00,25.0,Light rain. Passing clouds.,2,0.0,94.0,1008.0,3,754.36,13.86,18.85,3.22,27.18,20.91,25.82,5.26
2021-05-26 05:00:00,2021-05-26,05:00,25.0,Light rain. Passing clouds.,4,0.0,100.0,1008.0,2,707.63,11.74,19.19,4.25,26.23,18.35,22.9,5.13
2021-05-26 06:00:00,2021-05-26,06:00,25.0,Broken clouds.,2,0.0,100.0,1008.0,2,700.95,10.17,19.88,5.54,25.75,16.9,21.21,5.19
2021-05-26 07:00:00,2021-05-26,07:00,26.0,Broken clouds.,9,190.0,94.0,1008.0,2,694.28,8.27,21.94,8.49,25.51,16.27,20.23,5.07
2021-05-26 08:00:00,2021-05-26,08:00,,,,,,,2,720.98,6.99,27.08,8.49,28.37,17.62,21.45,5.13
2021-05-26 09:00:00,2021-05-26,09:00,27.0,Broken clouds.,13,250.0,89.0,1009.0,2,761.03,5.48,30.5,7.51,29.33,19.04,22.87,5.0
2021-05-26 10:00:00,2021-05-26,10:00,28.0,Broken clouds.,19,250.0,84.0,1010.0,3,867.84,6.2,33.93,3.93,31.47,21.65,25.76,5.26
2021-05-26 11:00:00,2021-05-26,11:00,28.0,Broken clouds.,17,260.0,89.0,1009.0,4,988.01,9.39,33.93,0.74,32.42,25.1,29.97,5.83
2021-05-26 12:00:00,2021-05-26,12:00,29.0,Broken clouds.,15,240.0,79.0,1009.0,4,1041.41,11.85,31.19,0.12,30.99,28.64,34.44,6.4
2021-05-26 13:00:00,2021-05-26,13:00,28.0,Light rain. Broken clouds.,11,240.0,89.0,1008.0,4,1201.63,16.32,30.85,0.03,33.38,37.35,45.64,8.23
2021-05-26 14:00:00,2021-05-26,14:00,30.0,Partly sunny.,11,250.0,79.0,1006.0,4,1348.5,20.34,29.82,0.01,33.85,46.29,57.27,9.75
2021-05-26 15:00:00,2021-05-26,15:00,30.0,Partly sunny.,9,210.0,79.0,1005.0,5,1415.25,22.35,27.76,0.0,32.9,51.66,63.46,10.64
2021-05-26 16:00:00,2021-05-26,16:00,30.0,Partly sunny.,11,240.0,75.0,1005.0,5,1388.55,23.02,25.71,0.0,30.99,50.25,61.0,10.01
2021-05-26 17:00:00,2021-05-26,17:00,30.0,Scattered clouds.,15,210.0,75.0,1005.0,4,1228.33,22.58,23.99,0.0,28.85,42.8,50.88,7.73
2021-05-26 18:00:00,2021-05-26,18:00,29.0,Scattered clouds.,7,220.0,79.0,1006.0,4,1108.17,22.58,22.62,0.0,29.33,39.18,45.93,6.78
2021-05-26 19:00:00,2021-05-26,19:00,29.0,Passing clouds.,6,0.0,84.0,1007.0,4,1028.06,21.23,21.08,0.0,28.13,37.05,43.16,6.59
2021-05-26 20:00:00,2021-05-26,20:00,27.0,Passing clouds.,11,320.0,84.0,1008.0,4,1014.71,23.25,19.88,0.0,30.52,38.05,44.28,7.09
2021-05-26 21:00:00,2021-05-26,21:00,26.0,Passing clouds.,9,290.0,94.0,1009.0,4,1041.41,29.06,19.71,0.0,37.19,41.16,47.8,7.73
2021-05-26 22:00:00,2021-05-26,22:00,26.0,Passing clouds.,7,290.0,94.0,1009.0,4,1094.82,36.21,20.22,0.0,46.73,44.73,51.67,8.11
2021-05-26 23:00:00,2021-05-26,23:00,26.0,Passing clouds.,7,270.0,94.0,1009.0,4,1134.87,39.34,19.71,0.0,48.64,46.16,53.39,8.49
2021-05-27 00:00:00,2021-05-27,00:00,26.0,Passing clouds.,4,0.0,100.0,1008.0,4,1321.79,39.34,18.51,0.07,46.73,49.23,58.01,10.13
2021-05-27 01:00:00,2021-05-27,01:00,26.0,Passing clouds.,2,0.0,100.0,1007.0,5,1642.23,46.49,18.51,0.41,50.55,54.29,65.53,11.65
2021-05-27 02:00:00,2021-05-27,02:00,,,,,,,5,1815.8,56.33,20.05,0.82,61.99,57.64,70.27,12.16
2021-05-27 03:00:00,2021-05-27,03:00,26.0,Passing clouds.,4,70.0,100.0,1007.0,5,1789.09,65.27,23.65,1.29,80.11,59.31,72.19,13.3
2021-05-27 04:00:00,2021-05-27,04:00,26.0,Light rain. Partly cloudy.,2,0.0,94.0,1007.0,4,1375.2,50.07,28.1,1.54,76.29,45.42,54.81,10.39
2021-05-27 05:00:00,2021-05-27,05:00,26.0,Partly cloudy.,4,80.0,100.0,1008.0,4,1281.74,45.15,29.13,1.22,71.53,40.87,49.33,9.12
2021-05-27 06:00:00,2021-05-27,06:00,26.0,Fog.,0,0.0,100.0,1008.0,4,1148.22,35.76,28.1,1.26,60.08,34.03,41.14,7.47
2021-05-27 07:00:00,2021-05-27,07:00,,,,,,,4,961.3,22.13,28.45,3.53,43.87,26.91,32.49,6.14
2021-05-27 08:00:00,2021-05-27,08:00,28.0,Broken clouds.,4,240.0,94.0,1009.0,3,867.84,13.52,31.19,5.05,37.67,24.0,28.66,5.57
2021-05-27 09:00:00,2021-05-27,09:00,29.0,Scattered clouds.,6,0.0,84.0,1009.0,3,841.14,8.38,32.56,5.9,33.85,23.21,27.28,5.19
2021-05-27 10:00:00,2021-05-27,10:00,30.0,Partly sunny.,7,220.0,79.0,1009.0,4,1201.63,13.41,35.99,2.28,34.81,31.92,38.68,7.47
2021-05-27 11:00:00,2021-05-27,11:00,31.0,Partly sunny.,4,0.0,75.0,1009.0,4,1789.09,26.15,35.99,0.17,37.19,47.55,59.15,10.13
2021-05-27 12:00:00,2021-05-27,12:00,26.0,Rain showers. Partly sunny.,22,190.0,100.0,1008.0,5,2162.93,33.53,35.99,0.0,39.1,64.66,81.26,12.54
2021-05-27 13:00:00,2021-05-27,13:00,25.0,Thunderstorms. Scattered clouds.,13,220.0,100.0,1008.0,5,2536.77,40.68,38.04,0.0,44.82,86.94,109.37,15.45
2021-05-27 14:00:00,2021-05-27,14:00,26.0,Light rain. Broken clouds.,11,230.0,94.0,1008.0,5,2429.96,38.89,37.7,0.0,43.39,91.88,115.7,14.69
2021-05-27 15:00:00,2021-05-27,15:00,27.0,Broken clouds.,6,230.0,94.0,1007.0,5,2056.12,31.74,35.3,0.0,38.15,80.8,99.95,12.92
2021-05-27 16:00:00,2021-05-27,16:00,28.0,Broken clouds.,4,0.0,89.0,1007.0,5,1735.69,26.15,31.87,0.0,32.42,67.0,82.43,11.27
2021-05-27 17:00:00,2021-05-27,17:00,29.0,Broken clouds.,2,0.0,84.0,1007.0,5,1602.17,26.38,29.47,0.0,29.8,60.06,73.04,9.75
2021-05-27 18:00:00,2021-05-27,18:00,28.0,Scattered clouds.,6,90.0,89.0,1007.0,5,1548.77,28.61,27.42,0.0,30.04,59.4,70.87,9.37
2021-05-27 19:00:00,2021-05-27,19:00,28.0,Passing clouds.,4,130.0,89.0,1008.0,5,1562.12,30.85,24.33,0.0,28.13,63.59,74.7,9.75
2021-05-27 20:00:00,2021-05-27,20:00,27.0,Passing clouds.,7,250.0,94.0,1009.0,5,1735.69,37.55,21.76,0.0,29.33,75.65,87.71,11.65
2021-05-27 21:00:00,2021-05-27,21:00,27.0,Passing clouds.,7,250.0,94.0,1010.0,5,2002.72,49.17,20.39,0.0,35.29,94.38,108.19,15.2
2021-05-27 22:00:00,2021-05-27,22:00,,,,,,,5,2323.15,62.59,20.56,0.0,42.92,113.93,130.32,18.75
2021-05-27 23:00:00,2021-05-27,23:00,27.0,Partly cloudy.,7,230.0,94.0,1010.0,5,2429.96,68.84,19.36,0.0,45.78,117.41,136.15,16.72
2021-05-28 00:00:00,2021-05-28,00:00,27.0,Passing clouds.,4,0.0,94.0,1010.0,5,2403.26,65.27,20.05,0.26,51.98,106.5,127.59,15.83
2021-05-28 01:00:00,2021-05-28,01:00,26.0,Passing clouds.,6,200.0,100.0,1010.0,5,1455.31,40.68,27.76,2.1,59.61,55.83,67.07,10.13
2021-05-28 02:00:00,2021-05-28,02:00,26.0,Partly cloudy.,4,0.0,100.0,1009.0,4,1375.2,33.08,34.27,8.4,61.04,49.68,59.65,9.88
2021-05-28 03:00:00,2021-05-28,03:00,26.0,Partly cloudy.,4,0.0,100.0,1009.0,5,1295.09,22.8,43.18,27.18,61.99,50.36,60.4,9.88
2021-05-28 04:00:00,2021-05-28,04:00,26.0,Partly cloudy.,2,0.0,100.0,1010.0,4,1094.82,10.51,41.47,59.37,52.93,47.46,55.76,8.49
2021-05-28 05:00:00,2021-05-28,05:00,26.0,Passing clouds.,2,0.0,100.0,1010.0,4,1028.06,5.7,40.1,72.24,51.02,47.19,54.54,7.85
2021-05-28 06:00:00,2021-05-28,06:00,26.0,Scattered clouds.,2,0.0,100.0,1010.0,4,1028.06,3.47,41.13,65.8,50.07,45.66,52.47,7.73
2021-05-28 07:00:00,2021-05-28,07:00,28.0,Passing clouds.,4,0.0,89.0,1011.0,4,1054.76,3.05,42.5,60.08,51.02,45.83,52.44,7.92
2021-05-28 08:00:00,2021-05-28,08:00,29.0,Scattered clouds.,6,0.0,79.0,1011.0,5,1081.47,3.1,40.1,73.67,50.07,50.54,57.25,8.23
2021-05-28 09:00:00,2021-05-28,09:00,30.0,Scattered clouds.,4,0.0,75.0,1012.0,5,1028.06,2.18,33.93,88.69,41.01,51.05,57.29,7.66
2021-05-28 10:00:00,2021-05-28,10:00,32.0,Scattered clouds.,6,0.0,67.0,1011.0,5,1148.22,2.01,40.44,75.82,42.92,53.62,60.78,8.49
2021-05-28 11:00:00,2021-05-28,11:00,32.0,Partly sunny.,4,0.0,71.0,1011.0,5,1361.85,0.72,51.41,47.92,48.16,59.37,68.87,9.75
2021-05-28 12:00:00,2021-05-28,12:00,,,,,,,5,1482.01,0.01,54.15,30.76,49.11,66.82,78.55,10.26
2021-05-28 13:00:00,2021-05-28,13:00,33.0,Partly sunny.,9,0.0,59.0,1009.0,5,1695.63,0.26,57.58,17.52,51.98,79.88,95.48,11.65
