datetime_utc,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2023-08-18 15:00:00,4,1895.9,43.81,28.1,0.0,48.64,72.04,92.1,12.67
2023-08-18 16:00:00,4,1762.39,34.87,26.05,0.0,36.24,65.06,84.67,11.27
2023-08-18 17:00:00,3,1428.6,27.49,24.33,0.0,28.85,49.37,64.57,8.61
2023-08-18 18:00:00,3,1081.47,19.45,22.28,0.0,23.37,36.76,47.46,7.09
2023-08-18 19:00:00,3,841.14,12.41,20.22,0.03,18.6,28.03,36.47,6.52
2023-08-18 20:00:00,2,734.33,10.06,18.68,0.06,16.93,24.24,31.68,6.46
2023-08-18 21:00:00,2,694.27,9.72,17.65,0.07,16.93,22.33,29.11,6.4
2023-08-18 22:00:00,2,647.54,9.61,17.14,0.08,17.64,20.13,26.12,6.27
2023-08-18 23:00:00,2,614.17,9.05,16.28,0.13,17.64,17.93,23.54,6.33
2023-08-19 00:00:00,2,614.17,9.72,14.05,2.55,17.88,16.85,22.56,6.71
2023-08-19 01:00:00,2,620.84,11.29,12.34,8.58,19.31,15.22,20.41,6.21
2023-08-19 02:00:00,2,614.17,11.62,12.85,15.91,21.7,15.3,20.06,5.95
2023-08-19 03:00:00,2,574.11,8.27,15.08,35.05,22.89,19.44,24.02,5.95
2023-08-19 04:00:00,3,540.73,4.25,16.28,67.23,23.13,29.96,34.26,5.32
2023-08-19 05:00:00,3,540.73,2.96,19.88,73.67,25.75,35.81,39.74,5.07
2023-08-19 06:00:00,3,560.76,1.68,25.36,55.07,27.42,29.8,33.22,4.81
2023-08-19 07:00:00,2,540.73,0.17,26.73,30.04,24.56,18.8,21.54,4.37
2023-08-19 08:00:00,2,534.06,0.36,25.36,17.34,22.65,13.24,15.61,4.12
2023-08-19 09:00:00,2,554.08,0.46,24.33,12.87,21.22,11.96,14.19,3.8
2023-08-19 10:00:00,2,707.63,2.49,29.47,5.72,25.03,15.87,18.86,4.56
2023-08-19 11:00:00,2,961.3,9.72,32.22,0.45,31.95,23.3,27.81,5.95
2023-08-19 12:00:00,3,1201.63,19.22,32.9,0.02,41.01,33.6,40.5,8.23
2023-08-19 13:00:00,4,1642.23,34.42,37.7,0.0,56.74,53.37,64.0,11.78
2023-08-19 14:00:00,4,1735.69,40.23,36.67,0.0,59.13,63.16,75.55,12.03
2023-08-19 15:00:00,4,1522.06,33.53,32.22,0.0,47.68,58.43,69.91,10.51
2023-08-19 16:00:00,3,1255.04,23.69,28.79,0.0,35.29,47.46,57.43,9.12
2023-08-19 17:00:00,3,1014.71,16.76,26.05,0.01,26.46,35.83,43.5,7.41
2023-08-19 18:00:00,3,841.14,11.96,22.96,0.03,21.22,27.96,33.81,6.46
2023-08-19 19:00:00,2,694.27,7.71,20.22,0.17,16.93,21.94,26.8,5.76
2023-08-19 20:00:00,2,634.19,6.98,18.68,0.23,16.45,19.63,24.37,5.64
2023-08-19 21:00:00,2,614.17,8.16,17.82,0.14,17.64,19.39,24.29,5.83
2023-08-19 22:00:00,2,634.19,10.51,16.96,0.05,20.27,19.59,24.06,5.64
2023-08-19 23:00:00,2,667.57,13.3,16.11,0.02,23.13,19.86,24.3,5.83
2023-08-20 00:00:00,2,781.06,17.66,15.59,0.02,27.66,22.82,28.4,7.22
2023-08-20 01:00:00,2,907.9,23.47,15.59,0.17,33.38,24.74,31.38,8.23
2023-08-20 02:00:00,2,821.11,21.9,15.42,0.68,32.42,20.54,26.61,7.6
2023-08-20 03:00:00,2,634.19,14.98,15.77,2.15,27.66,13.64,18.09,6.46
2023-08-20 04:00:00,1,433.92,5.36,13.54,12.34,16.93,6.89,9.21,4.02
2023-08-20 05:00:00,1,403.88,4.25,12.85,21.82,16.93,6.75,8.71,3.55
2023-08-20 06:00:00,1,423.91,4.3,13.54,28.25,18.12,8.09,10.08,3.58
2023-08-20 07:00:00,1,467.3,3.97,15.42,31.83,19.07,9.74,11.87,3.7
2023-08-20 08:00:00,2,520.71,3.16,18.34,31.11,19.31,11.98,14.25,3.74
2023-08-20 09:00:00,2,554.08,1.9,20.22,25.75,17.88,12.81,14.99,3.36
2023-08-20 10:00:00,2,607.49,1.41,22.62,19.67,17.88,14.0,16.38,3.55
2023-08-20 11:00:00,2,680.92,0.87,26.05,14.66,19.55,16.23,19.2,4.12
2023-08-20 12:00:00,2,727.65,0.92,28.1,8.58,20.98,18.29,22.02,4.75
2023-08-20 13:00:00,2,801.09,3.1,30.16,2.73,24.56,22.28,27.67,5.95
2023-08-20 14:00:00,3,834.47,5.7,28.79,0.73,25.51,25.47,32.25,6.78
2023-08-20 15:00:00,3,854.49,7.26,27.08,0.35,24.32,27.48,34.97,7.16
2023-08-20 16:00:00,3,894.55,9.05,25.7,0.15,23.37,29.04,35.84,6.97
2023-08-20 17:00:00,3,894.55,11.06,24.68,0.05,22.41,29.01,34.75,6.4
2023-08-20 18:00:00,3,921.25,15.2,23.65,0.02,25.51,30.78,36.36,6.84
2023-08-20 19:00:00,3,881.2,16.99,21.93,0.01,26.46,31.07,37.12,7.41
2023-08-20 20:00:00,3,847.82,18.1,20.56,0.01,27.66,30.52,37.11,7.92
2023-08-20 21:00:00,3,834.47,20.79,20.05,0.0,30.99,30.99,38.09,8.36
2023-08-20 22:00:00,3,827.79,23.02,19.88,0.0,34.33,30.81,38.21,8.49
2023-08-20 23:00:00,3,781.06,19.45,19.19,0.0,30.99,27.41,34.81,8.11
2023-08-21 00:00:00,2,767.71,15.87,18.68,0.49,27.66,24.61,32.37,7.98
2023-08-21 01:00:00,2,727.65,13.41,19.19,3.76,26.7,19.95,26.49,6.59
2023-08-21 02:00:00,2,720.98,14.53,18.51,10.73,29.09,18.59,24.66,6.59
2023-08-21 03:00:00,2,687.6,12.29,19.88,25.75,30.52,19.9,25.98,6.97
2023-08-21 04:00:00,2,580.79,5.59,18.68,55.79,25.75,22.16,27.16,5.7
2023-08-21 05:00:00,2,540.73,2.74,18.68,67.23,24.8,24.62,29.0,5.38
2023-08-21 06:00:00,2,554.08,1.31,20.56,60.08,24.8,23.25,27.4,5.7
2023-08-21 07:00:00,2,620.84,0.46,25.02,46.49,27.89,22.92,26.83,6.08
2023-08-21 08:00:00,3,734.33,0.57,28.45,42.2,29.8,26.0,29.68,6.08
2023-08-21 09:00:00,3,841.14,0.46,28.79,45.42,27.42,30.23,33.59,5.38
2023-08-21 10:00:00,3,988.01,0.3,33.59,38.27,27.89,34.77,38.98,5.76
2023-08-21 11:00:00,3,1174.93,0.29,43.53,20.92,33.86,40.03,46.24,7.09
2023-08-21 12:00:00,3,1335.14,1.98,51.41,6.62,41.96,47.76,56.37,8.99
2023-08-21 13:00:00,5,1949.31,16.32,57.58,0.15,56.74,76.59,93.03,14.44
2023-08-21 14:00:00,5,2643.59,33.08,52.09,0.0,58.17,112.4,139.34,17.48
2023-08-21 15:00:00,5,2857.21,38.0,43.18,0.0,49.11,126.72,159.03,17.73
2023-08-21 16:00:00,5,2830.51,39.34,37.01,0.0,40.53,126.46,158.77,16.97
2023-08-21 17:00:00,5,2803.8,43.81,33.59,0.0,35.29,122.51,152.28,14.95
2023-08-21 18:00:00,5,2777.1,49.62,30.85,0.0,35.76,124.3,152.94,15.58
2023-08-21 19:00:00,5,2803.8,55.88,27.42,0.0,36.72,134.38,161.88,17.99
2023-08-21 20:00:00,5,3017.43,66.16,23.99,0.0,39.1,153.69,178.89,21.03
2023-08-21 21:00:00,5,3364.56,81.36,22.62,0.0,45.3,183.35,208.1,24.57
2023-08-21 22:00:00,5,3845.21,102.82,22.62,0.0,53.41,220.39,244.71,25.84
2023-08-21 23:00:00,5,4272.46,121.59,20.56,0.0,53.88,247.83,272.9,22.8
2023-08-22 00:00:00,5,4859.92,134.11,20.91,0.33,61.99,264.72,298.76,23.56
2023-08-22 01:00:00,5,2189.64,54.54,42.5,8.58,76.29,104.71,123.67,13.55
2023-08-22 02:00:00,5,1789.09,25.03,56.21,37.91,68.66,89.07,106.41,12.29
2023-08-22 03:00:00,5,1348.5,8.27,45.24,95.84,53.41,80.49,94.92,10.26
2023-08-22 04:00:00,4,821.11,2.54,20.22,121.59,30.04,52.91,61.17,5.95
2023-08-22 05:00:00,3,687.6,1.93,15.25,131.61,26.23,47.89,54.2,5.13
2023-08-22 06:00:00,4,647.54,1.69,13.37,143.05,25.27,48.1,53.41,5.07
2023-08-22 07:00:00,3,607.49,1.58,13.02,135.9,22.89,45.28,49.83,4.94
2023-08-22 08:00:00,3,594.14,1.62,16.45,111.58,23.13,42.33,46.36,5.07
2023-08-22 09:00:00,3,607.49,1.23,19.36,89.41,22.65,37.03,40.36,4.75
2023-08-22 10:00:00,3,680.92,1.02,25.7,63.66,24.8,32.49,35.96,5.13
2023-08-22 11:00:00,3,807.76,0.38,34.96,38.27,29.33,32.75,37.37,6.02
2023-08-22 12:00:00,3,907.9,0.13,40.44,21.64,32.9,35.68,41.82,6.84
2023-08-22 13:00:00,3,1214.98,2.6,49.35,5.81,40.05,49.81,60.47,9.75
2023-08-22 14:00:00,4,1562.12,9.72,47.98,0.27,41.48,67.07,83.59,11.91
2023-08-22 15:00:00,5,1708.98,14.98,42.16,0.04,38.62,76.17,96.2,12.67
2023-08-22 16:00:00,4,1682.28,16.76,37.7,0.02,33.86,73.59,93.62,11.65
2023-08-22 17:00:00,4,1455.31,15.87,33.93,0.02,28.61,60.59,77.13,9.12
2023-08-22 18:00:00,4,1241.68,14.53,30.85,0.03,26.46,51.97,64.83,7.85
2023-08-22 19:00:00,3,1094.82,12.63,27.42,0.05,23.6,47.21,57.49,7.35
2023-08-22 20:00:00,3,1068.12,12.85,24.68,0.03,21.93,46.87,56.45,7.47
2023-08-22 21:00:00,3,1081.47,14.75,22.96,0.02,22.65,48.59,58.06,7.79
2023-08-22 22:00:00,4,1108.17,17.88,21.42,0.01,24.56,50.2,59.82,8.04
2023-08-22 23:00:00,3,1094.82,19.22,19.54,0.01,25.99,48.44,58.29,8.04
2023-08-23 00:00:00,3,1121.52,20.56,17.82,1.23,28.85,46.3,57.63,8.74
2023-08-23 01:00:00,3,988.01,19.89,18.68,6.71,32.9,36.8,46.92,7.47
2023-08-23 02:00:00,3,934.6,17.21,20.91,16.81,34.33,35.25,44.67,7.6
2023-08-23 03:00:00,3,801.09,9.61,23.65,48.64,32.42,38.81,47.23,7.54
2023-08-23 04:00:00,3,507.35,2.96,13.19,77.25,19.07,31.89,36.57,4.5
2023-08-23 05:00:00,3,447.27,2.1,12.0,77.25,16.93,28.6,32.17,4.24
2023-08-23 06:00:00,2,433.92,1.76,12.34,70.1,15.97,24.08,27.25,4.62
2023-08-23 07:00:00,2,423.91,1.65,11.82,65.8,14.54,19.47,22.3,5.13
2023-08-23 08:00:00,2,427.25,1.66,12.85,63.66,15.26,17.78,20.45,5.57
2023-08-23 09:00:00,2,433.92,1.48,14.39,60.8,15.97,16.35,18.77,5.7
2023-08-23 10:00:00,2,587.46,2.29,24.68,43.27,23.6,17.59,20.91,7.35
2023-08-23 11:00:00,2,774.38,1.61,35.3,20.74,28.13,20.76,25.72,9.63
2023-08-23 12:00:00,3,894.55,1.03,38.39,8.85,28.37,26.01,32.96,10.77
2023-08-23 13:00:00,3,1041.41,2.85,41.13,3.67,31.47,35.13,45.46,11.65
2023-08-23 14:00:00,3,1068.12,4.64,39.07,1.59,31.47,39.53,52.11,11.4
2023-08-23 15:00:00,3,1041.41,6.43,35.3,0.75,29.33,40.79,54.42,10.64
2023-08-23 16:00:00,3,961.3,8.16,30.5,0.36,26.46,36.54,49.25,9.12
2023-08-23 17:00:00,3,807.76,9.16,26.05,0.2,24.08,28.36,38.77,7.35
2023-08-23 18:00:00,2,687.6,9.5,22.96,0.15,23.37,22.95,31.6,6.52
2023-08-23 19:00:00,2,620.84,8.83,21.25,0.18,21.7,20.59,28.34,6.14
2023-08-23 20:00:00,2,647.54,10.62,20.39,0.09,22.17,22.38,30.35,6.52
2023-08-23 21:00:00,3,694.27,13.3,20.05,0.04,23.84,25.33,33.79,7.03
2023-08-23 22:00:00,3,747.68,17.21,19.88,0.01,27.42,28.55,37.65,7.54
2023-08-23 23:00:00,3,787.73,19.45,19.88,0.01,30.04,30.57,40.24,7.98
2023-08-24 00:00:00,3,907.9,21.46,19.88,0.84,32.9,33.88,44.76,8.99
2023-08-24 01:00:00,3,921.25,20.79,21.42,3.76,35.76,31.72,42.39,8.49
2023-08-24 02:00:00,3,854.49,18.78,20.73,11.09,34.81,28.53,38.23,8.23
2023-08-24 03:00:00,3,694.27,11.62,19.71,29.68,30.04,25.19,33.05,7.41
2023-08-24 04:00:00,2,473.98,4.02,12.34,60.08,18.36,20.3,24.84,4.56
2023-08-24 05:00:00,2,433.92,2.54,10.97,79.39,16.93,24.23,27.64,4.05
2023-08-24 06:00:00,3,440.6,1.96,10.88,95.84,16.93,31.08,34.2,4.31
2023-08-24 07:00:00,3,447.27,1.49,11.48,101.57,15.97,34.72,37.65,4.81
2023-08-24 08:00:00,3,460.62,1.23,13.88,97.27,16.93,34.67,37.58,5.45
2023-08-24 09:00:00,3,467.3,0.79,15.94,87.98,17.4,31.0,33.82,5.7
2023-08-24 10:00:00,3,580.79,0.65,27.08,64.37,25.51,29.48,33.12,7.35
2023-08-24 11:00:00,3,714.3,0.28,37.01,37.91,31.47,29.24,34.09,9.12
2023-08-24 12:00:00,3,794.41,0.22,41.81,19.31,33.38,29.72,35.75,9.63
2023-08-24 13:00:00,3,1121.52,5.2,47.98,3.04,39.58,41.34,51.74,12.16
2023-08-24 14:00:00,4,1468.66,16.09,42.5,0.04,41.96,56.9,73.02,14.06
2023-08-24 15:00:00,4,1655.58,22.35,36.33,0.01,40.05,66.32,85.94,14.19
2023-08-24 16:00:00,4,1668.93,24.36,33.24,0.0,35.76,67.42,87.74,12.79
2023-08-24 17:00:00,4,1535.42,23.69,30.85,0.0,30.99,60.3,78.06,10.13
2023-08-24 18:00:00,4,1401.9,22.58,29.47,0.0,28.13,56.51,72.22,8.99
2023-08-24 19:00:00,4,1268.39,18.1,27.76,0.01,24.8,54.28,68.44,8.49
2023-08-24 20:00:00,4,1201.63,14.31,27.08,0.03,23.13,54.72,68.2,8.23
2023-08-24 21:00:00,4,1188.28,12.63,27.08,0.06,23.84,57.12,70.21,7.98
2023-08-24 22:00:00,4,1201.63,14.19,27.08,0.04,27.66,59.66,71.95,7.79
2023-08-24 23:00:00,4,1228.33,18.78,26.39,0.01,33.86,62.23,75.5,8.49
2023-08-25 00:00:00,4,1375.2,26.6,25.02,2.41,43.39,67.01,81.86,10.51
2023-08-25 01:00:00,4,1455.31,31.29,30.5,2.37,54.84,65.59,80.32,11.4
2023-08-25 02:00:00,4,1441.96,34.42,30.85,3.4,59.6,62.33,76.98,11.91
2023-08-25 03:00:00,4,1214.98,27.72,32.22,6.44,56.74,53.18,66.34,11.78
2023-08-25 04:00:00,3,734.33,8.38,26.39,22.53,32.9,28.8,35.81,7.03
2023-08-25 05:00:00,2,607.49,5.7,22.62,45.06,29.56,24.88,29.89,5.89
2023-08-25 06:00:00,3,594.14,4.36,21.93,77.96,30.04,33.91,38.54,5.89
2023-08-25 07:00:00,3,574.11,2.85,20.05,104.43,28.37,46.97,51.41,5.83
2023-08-25 08:00:00,4,594.14,2.18,22.96,104.43,29.33,53.61,58.14,6.52
2023-08-25 09:00:00,4,634.19,1.33,25.7,94.41,28.85,55.78,60.52,7.09
2023-08-25 10:00:00,4,747.68,1.03,33.59,77.96,33.38,59.09,64.76,8.23
2023-08-25 11:00:00,4,854.49,0.42,43.53,54.36,38.15,58.58,65.22,8.87
2023-08-25 12:00:00,4,867.84,0.0,45.93,37.19,37.19,53.79,61.03,8.49
2023-08-25 13:00:00,4,1041.41,0.32,53.47,19.13,39.1,56.74,66.68,9.5
2023-08-25 14:00:00,4,1295.09,3.86,57.58,3.0,42.44,66.75,80.8,11.4
2023-08-25 15:00:00,5,1508.71,12.41,51.41,0.11,44.35,76.55,94.14,13.05
2023-08-25 16:00:00,5,1615.52,20.34,43.87,0.01,44.82,79.2,97.67,12.92
2023-08-25 17:00:00,4,1495.36,25.7,35.99,0.0,43.87,69.34,85.49,10.64
2023-08-25 18:00:00,4,1295.09,26.38,29.13,0.0,39.58,56.95,70.1,8.61
2023-08-25 19:00:00,3,1108.17,22.8,23.65,0.0,31.47,46.18,57.08,7.85
2023-08-25 20:00:00,3,1041.41,22.13,20.73,0.0,26.7,42.67,53.11,8.04
2023-08-25 21:00:00,3,1054.76,23.69,19.36,0.0,25.99,43.41,54.26,8.49
2023-08-25 22:00:00,3,1068.12,25.48,18.85,0.0,26.46,44.83,56.39,8.61
2023-08-25 23:00:00,3,947.95,19.22,17.65,0.01,22.65,37.89,49.01,7.85
2023-08-26 00:00:00,3,814.44,12.18,15.94,2.06,19.55,28.45,38.81,7.22
2023-08-26 01:00:00,2,600.81,8.83,13.54,9.83,18.84,17.77,25.44,5.57
2023-08-26 02:00:00,2,574.11,8.94,13.02,16.81,20.03,16.45,22.96,5.57
2023-08-26 03:00:00,2,520.71,6.54,13.88,31.83,20.03,17.09,22.56,5.57
2023-08-26 04:00:00,2,447.27,3.3,12.85,52.21,17.4,18.64,22.56,4.75
2023-08-26 05:00:00,2,420.57,2.15,14.39,55.07,18.12,19.02,21.97,4.5
2023-08-26 06:00:00,2,420.57,1.05,17.99,45.42,19.07,17.01,19.49,4.56
2023-08-26 07:00:00,2,440.6,0.09,23.65,29.33,21.7,15.29,17.61,4.81
2023-08-26 08:00:00,2,487.33,0.37,27.08,18.95,24.08,14.65,17.02,5.13
2023-08-26 09:00:00,2,527.38,0.6,25.7,14.48,22.41,13.38,15.79,4.81
2023-08-26 10:00:00,2,587.46,1.22,26.05,8.76,22.17,13.41,16.05,4.56
2023-08-26 11:00:00,2,634.19,2.37,27.08,3.98,22.65,14.12,17.04,4.56
2023-08-26 12:00:00,2,634.19,3.1,25.7,2.5,21.7,14.61,17.88,4.81
2023-08-26 13:00:00,2,654.22,4.97,24.33,1.12,22.41,16.41,20.55,5.64
2023-08-26 14:00:00,2,647.54,6.31,21.76,0.55,21.46,17.12,21.96,5.95
2023-08-26 15:00:00,2,620.84,5.87,19.36,0.6,18.6,16.42,21.44,5.95
2023-08-26 16:00:00,2,587.46,4.86,18.51,0.86,15.97,14.95,20.16,5.76
2023-08-26 17:00:00,2,547.41,4.08,18.68,1.11,14.9,13.5,18.5,5.45
2023-08-26 18:00:00,2,527.38,3.69,19.19,1.29,15.26,13.83,18.91,5.51
2023-08-26 19:00:00,2,514.03,2.93,18.68,1.83,14.42,14.04,18.61,5.26
2023-08-26 20:00:00,2,514.03,2.57,18.68,2.21,14.19,14.42,18.37,4.94
2023-08-26 21:00:00,2,520.71,2.74,19.02,2.08,14.54,15.12,18.72,4.81
2023-08-26 22:00:00,2,527.38,3.1,19.36,1.86,15.5,15.74,19.37,4.88
2023-08-26 23:00:00,2,527.38,2.71,19.19,2.46,15.5,15.7,19.51,5.0
2023-08-27 00:00:00,2,554.08,3.24,17.65,5.32,15.5,16.16,20.6,5.19
2023-08-27 01:00:00,2,567.44,3.97,16.28,9.57,15.97,14.9,19.11,4.88
2023-08-27 02:00:00,2,547.41,5.31,14.22,13.95,16.45,13.68,17.36,4.94
2023-08-27 03:00:00,2,507.35,5.14,12.51,21.64,16.21,12.54,15.67,5.0
2023-08-27 04:00:00,1,420.57,2.93,10.45,31.83,12.87,9.02,11.08,3.77
2023-08-27 05:00:00,1,383.85,1.82,10.97,33.97,12.16,7.22,8.75,3.2
2023-08-27 06:00:00,1,383.85,0.91,12.34,30.4,11.68,6.6,7.9,3.01
2023-08-27 07:00:00,1,427.25,0.41,15.59,25.75,13.35,7.91,9.37,3.39
2023-08-27 08:00:00,2,514.03,0.46,20.56,24.32,16.93,11.66,13.55,3.86
2023-08-27 09:00:00,2,580.79,0.84,23.31,22.35,19.31,14.38,16.6,3.86
2023-08-27 10:00:00,2,700.95,4.3,23.99,25.39,22.17,17.25,20.22,4.43
2023-08-27 11:00:00,2,827.79,2.65,32.22,9.66,23.84,19.83,23.86,5.51
2023-08-27 12:00:00,2,894.55,4.75,30.85,1.43,24.08,22.64,27.96,6.65
2023-08-27 13:00:00,3,1081.47,11.4,28.1,0.12,27.18,31.82,40.31,8.87
2023-08-27 14:00:00,3,1308.44,17.43,25.7,0.01,28.61,42.74,55.12,10.64
2023-08-27 15:00:00,3,1428.6,20.34,23.31,0.0,27.42,49.87,64.96,11.53
2023-08-27 16:00:00,3,1388.55,20.34,21.93,0.0,24.32,48.51,63.86,10.77
2023-08-27 17:00:00,3,1148.22,17.43,20.73,0.01,20.27,38.16,50.77,8.36
2023-08-27 18:00:00,3,961.3,16.09,20.22,0.01,21.93,31.77,42.46,7.6
2023-08-27 19:00:00,3,801.09,13.86,19.36,0.02,21.93,26.44,35.21,6.84
2023-08-27 20:00:00,3,754.36,13.19,18.34,0.03,21.22,25.16,33.2,6.59
2023-08-27 21:00:00,3,754.36,14.08,17.65,0.02,21.7,25.81,33.58,6.71
2023-08-27 22:00:00,3,767.71,15.65,16.96,0.01,23.13,26.64,35.05,6.84
2023-08-27 23:00:00,3,754.36,14.31,16.11,0.02,21.46,25.27,34.77,6.71
2023-08-28 00:00:00,2,747.68,12.18,15.77,0.76,20.27,23.47,34.18,6.59
2023-08-28 01:00:00,2,647.54,9.16,16.28,4.16,19.79,17.32,25.57,5.26
2023-08-28 02:00:00,2,627.52,10.84,15.59,8.49,22.41,16.03,21.99,5.19
2023-08-28 03:00:00,2,600.81,10.84,15.94,14.84,24.8,15.71,20.63,5.45
2023-08-28 04:00:00,2,580.79,8.27,18.85,23.25,25.99,15.76,20.0,5.32
2023-08-28 05:00:00,2,600.81,5.42,23.99,28.25,27.18,17.28,21.11,5.19
2023-08-28 06:00:00,2,640.87,2.21,28.45,31.47,26.94,20.53,24.04,5.07
2023-08-28 07:00:00,2,627.52,0.75,26.73,36.48,23.84,21.43,24.48,4.56
2023-08-28 08:00:00,2,600.81,1.31,25.7,38.27,24.08,19.76,22.54,4.37
2023-08-28 09:00:00,2,587.46,1.98,25.02,35.05,23.84,17.25,19.84,4.31
2023-08-28 10:00:00,2,660.9,3.19,28.1,26.46,25.99,17.23,20.25,4.94
2023-08-28 11:00:00,2,761.03,3.07,33.59,9.75,28.13,18.67,22.78,5.76
2023-08-28 12:00:00,2,814.44,5.7,30.5,1.26,27.66,20.76,26.27,6.4
2023-08-28 13:00:00,3,921.25,12.29,27.08,0.11,30.99,26.36,34.58,7.79
2023-08-28 14:00:00,3,961.3,15.42,26.05,0.03,31.47,30.45,41.05,8.49
2023-08-28 15:00:00,3,974.66,15.2,26.05,0.03,29.8,32.64,44.59,8.74
2023-08-28 16:00:00,3,947.95,13.41,25.36,0.05,26.46,30.73,42.28,8.04
2023-08-28 17:00:00,3,854.49,11.29,23.99,0.08,23.37,26.18,35.89,6.78
2023-08-28 18:00:00,2,781.06,9.72,23.31,0.14,22.17,23.8,32.35,6.27
2023-08-28 19:00:00,2,727.65,7.6,22.28,0.28,20.03,22.09,29.9,5.95
2023-08-28 20:00:00,2,694.27,7.49,21.59,0.29,19.79,21.62,28.81,5.83
2023-08-28 21:00:00,2,667.57,8.27,20.73,0.24,20.5,21.24,28.11,5.83
2023-08-28 22:00:00,2,647.54,9.61,20.22,0.17,22.17,20.91,27.87,5.83
2023-08-28 23:00:00,2,614.17,8.72,19.71,0.28,21.46,19.52,26.64,5.76
2023-08-29 00:00:00,2,634.19,8.05,19.19,1.56,20.74,19.2,26.87,6.02
2023-08-29 01:00:00,2,614.17,5.09,20.73,4.07,19.07,16.17,22.93,5.57
2023-08-29 02:00:00,2,574.11,4.02,21.08,5.41,19.07,13.81,19.63,5.64
2023-08-29 03:00:00,2,500.68,2.71,19.54,9.3,18.36,10.82,15.52,5.51
2023-08-29 04:00:00,1,417.23,1.09,16.79,16.09,15.5,7.53,10.36,4.24
2023-08-29 05:00:00,1,403.88,0.68,17.48,16.99,15.74,6.91,9.05,3.89
2023-08-29 06:00:00,1,407.22,0.71,17.65,15.74,15.97,6.62,8.42,3.77
2023-08-29 07:00:00,2,487.33,4.41,20.56,11.62,22.89,8.9,11.3,4.88
2023-08-29 08:00:00,2,574.11,8.72,23.99,7.69,29.8,11.92,14.99,5.38
2023-08-29 09:00:00,2,660.9,12.29,25.7,4.25,33.86,14.57,18.16,5.51
2023-08-29 10:00:00,2,1014.71,23.02,26.05,1.5,39.1,23.03,28.62,7.16
2023-08-29 11:00:00,3,1441.96,34.87,24.33,0.13,41.96,34.58,42.97,8.99
2023-08-29 12:00:00,3,1695.63,40.23,22.96,0.0,42.44,46.64,58.3,11.27
2023-08-29 13:00:00,5,2323.15,54.09,23.65,0.0,50.54,78.82,97.7,16.47
2023-08-29 14:00:00,5,3257.75,76.0,25.02,0.0,61.99,129.0,157.89,23.05
2023-08-29 15:00:00,5,4219.06,99.24,27.08,0.0,75.34,187.3,225.05,32.17
2023-08-29 16:00:00,5,4592.9,110.86,28.79,0.0,75.34,214.38,256.33,32.42
2023-08-29 17:00:00,5,3578.19,89.41,27.76,0.0,51.5,161.03,192.78,16.72
2023-08-29 18:00:00,5,2109.53,51.41,26.05,0.0,36.24,87.85,105.25,9.63
2023-08-29 19:00:00,3,1134.87,23.47,23.65,0.0,27.89,42.82,54.65,7.73
2023-08-29 20:00:00,3,907.9,16.99,21.59,0.01,24.32,33.34,43.54,7.35
2023-08-29 21:00:00,3,854.49,16.32,20.56,0.01,24.08,31.44,41.16,7.41
2023-08-29 22:00:00,3,841.14,17.43,19.88,0.01,25.75,30.94,40.62,7.47
2023-08-29 23:00:00,3,801.09,15.65,19.02,0.02,24.32,27.76,37.02,7.16
2023-08-30 00:00:00,2,794.41,12.85,18.68,1.21,22.89,24.69,33.61,7.16
2023-08-30 01:00:00,2,647.54,5.36,22.28,3.26,20.5,15.94,21.44,5.32
2023-08-30 02:00:00,2,627.52,5.31,22.28,3.53,22.17,14.35,18.9,5.19
2023-08-30 03:00:00,2,600.81,5.81,22.28,4.2,24.08,13.8,17.93,5.38
2023-08-30 04:00:00,2,554.08,4.08,22.28,5.54,23.13,11.51,14.83,4.88
2023-08-30 05:00:00,2,514.03,2.77,22.62,7.24,22.41,9.77,12.4,4.43
2023-08-30 06:00:00,2,500.68,2.01,22.62,9.3,21.7,8.92,11.18,4.31
2023-08-30 07:00:00,2,494.0,2.71,20.56,15.02,20.74,8.51,10.62,4.31
2023-08-30 08:00:00,2,540.73,4.08,22.28,20.38,24.08,10.31,12.74,4.81
2023-08-30 09:00:00,2,607.49,4.92,24.68,25.75,26.94,12.95,15.73,5.19
2023-08-30 10:00:00,2,754.36,5.14,35.3,16.27,34.33,17.18,20.83,6.08
2023-08-30 11:00:00,2,907.9,8.61,40.1,2.32,39.58,21.66,26.51,6.97
2023-08-30 12:00:00,3,988.01,14.31,33.93,0.08,40.05,25.86,32.04,7.66
2023-08-30 13:00:00,3,1495.36,27.72,31.53,0.0,46.25,46.41,57.94,10.77
2023-08-30 14:00:00,5,2189.64,44.26,30.16,0.0,51.02,78.79,97.89,14.31
2023-08-30 15:00:00,5,2670.29,54.99,28.1,0.0,51.98,105.34,129.8,17.48
2023-08-30 16:00:00,5,2777.1,59.01,26.05,0.0,47.68,113.38,136.9,17.48
2023-08-30 17:00:00,5,2269.74,50.51,24.33,0.0,36.72,89.07,106.55,11.91
2023-08-30 18:00:00,4,1588.82,35.76,23.65,0.0,30.52,59.21,72.06,8.74
2023-08-30 19:00:00,3,1054.76,20.34,22.96,0.0,25.75,36.78,46.87,7.35
2023-08-30 20:00:00,3,867.84,14.53,21.76,0.02,22.89,29.27,38.03,6.78
2023-08-30 21:00:00,3,781.06,12.52,20.39,0.05,22.65,25.94,33.84,6.4
